iter	Logloss	Accuracy
111	0.02087662415	1
112	0.02060645537	1
113	0.02027999602	1
114	0.02004769318	1
115	0.01973131013	1
116	0.01936091646	1
117	0.01911284941	1
118	0.01891589214	1
119	0.01861816355	1
120	0.01838784198	1
121	0.01812102542	1
122	0.0178751276	1
123	0.01766093985	1
124	0.01746602639	1
125	0.01726239976	1
126	0.01701086017	1
127	0.01683433629	1
128	0.01661135321	1
129	0.01637573634	1
130	0.01619700357	1
131	0.01598954804	1
132	0.0158298428	1
133	0.0156571219	1
134	0.01548474252	1
135	0.01534855304	1
136	0.01519009358	1
137	0.01503220888	1
138	0.0148807318	1
139	0.01470904949	1
140	0.01456645837	1
141	0.01441594528	1
142	0.01427590608	1
143	0.01416106263	1
144	0.01403234817	1
145	0.01390180058	1
146	0.01379210618	1
147	0.01368610321	1
148	0.01352227488	1
149	0.01341355154	1
150	0.01331516925	1
151	0.01319912612	1
152	0.01306635859	1
153	0.01296821911	1
154	0.01286117065	1
155	0.01273418287	1
156	0.01260717254	1
157	0.01250092158	1
158	0.01241153776	1
159	0.01225213105	1
160	0.01215424734	1
161	0.01201981458	1
162	0.01192284785	1
163	0.01180849764	1
164	0.01171423714	1
165	0.01161774906	1
166	0.0115304459	1
167	0.01142086832	1
168	0.01127629716	1
169	0.01117866102	1
170	0.01108652324	1
171	0.01097787243	1
172	0.01088477439	1
173	0.01079059506	1
174	0.01070794004	1
175	0.0106304393	1
176	0.01055085224	1
177	0.01046616805	1
178	0.01034242644	1
179	0.0102638665	1
180	0.01016765043	1
181	0.01008932221	1
182	0.01001224373	1
183	0.009941045879	1
184	0.009869424203	1
185	0.009803153813	1
186	0.009735955405	1
187	0.009671807523	1
188	0.009607610622	1
189	0.009540899238	1
190	0.009474631359	1
191	0.009415618197	1
192	0.009350362352	1
193	0.00928699196	1
194	0.009229502117	1
195	0.00915250397	1
196	0.009090220229	1
197	0.009006435093	1
198	0.008959916236	1
199	0.008879872841	1
200	0.00881189573	1
201	0.008755706743	1
202	0.008682116553	1
203	0.008625904491	1
204	0.008560099098	1
205	0.008514854372	1
206	0.008461609337	1
207	0.008409752055	1
208	0.008358570953	1
209	0.008303147075	1
210	0.008247709605	1
211	0.008190848484	1
212	0.008114856245	1
213	0.008063879936	1
214	0.008021029804	1
215	0.007975985314	1
216	0.007939088553	1
217	0.007891697296	1
218	0.00784436264	1
219	0.007797961837	1
220	0.007752482741	1
221	0.007709944139	1
222	0.007662500678	1
223	0.007609880064	1
224	0.007564495466	1
225	0.007512213616	1
226	0.007475295123	1
227	0.007433613743	1
228	0.007395868349	1
229	0.007353202032	1
230	0.007313699046	1
231	0.007271931071	1
232	0.007226810897	1
233	0.007191947877	1
234	0.00715581855	1
235	0.00708668979	1
236	0.007035646046	1
237	0.007003951459	1
238	0.006970582331	1
239	0.006934447728	1
240	0.006884047692	1
241	0.006850667546	1
242	0.00681774084	1
243	0.006785435355	1
244	0.006739366672	1
245	0.006709549107	1
246	0.006680866659	1
247	0.006634639109	1
248	0.006601705647	1
249	0.006566345313	1
250	0.00651700002	1
251	0.00648660307	1
252	0.006455662395	1
253	0.006422477036	1
254	0.006393621558	1
255	0.006367467415	1
256	0.00634032643	1
257	0.006310247245	1
258	0.006282434862	1
259	0.006243291382	1
260	0.006211802994	1
261	0.006183655688	1
262	0.006156980519	1
263	0.006105720998	1
264	0.006076511209	1
265	0.006053334711	1
266	0.006026054383	1
267	0.006001864703	1
268	0.005970309751	1
269	0.005947534227	1
270	0.005925511571	1
271	0.005888464487	1
272	0.005857964104	1
273	0.005835869017	1
274	0.005805899096	1
275	0.00578236189	1
276	0.005755942783	1
277	0.005735692605	1
278	0.00571010264	1
279	0.00568714044	1
280	0.005657418921	1
281	0.005635171375	1
282	0.005605999473	1
283	0.005585396828	1
284	0.005547363694	1
285	0.005516069849	1
286	0.00548422818	1
287	0.005468532625	1
288	0.005448772274	1
289	0.005419469624	1
290	0.005396712639	1
291	0.005375631292	1
292	0.005353976528	1
293	0.005330034885	1
294	0.005301700842	1
295	0.005280702174	1
296	0.005259833825	1
297	0.005238611009	1
298	0.005216106694	1
299	0.005194481396	1
300	0.005175354935	1
301	0.00515549626	1
302	0.005136845859	1
303	0.005111963439	1
304	0.005092853247	1
305	0.005064988224	1
306	0.005042647289	1
307	0.005024501075	1
308	0.005001922569	1
309	0.004986251516	1
310	0.004968598375	1
311	0.004943744852	1
312	0.004928003068	1
313	0.004911025879	1
314	0.004894215026	1
315	0.004873928569	1
316	0.004856697982	1
317	0.004834388836	1
318	0.004818057059	1
319	0.004794219377	1
320	0.004767581394	1
321	0.004752915567	1
322	0.004728670978	1
323	0.004713093984	1
324	0.004693026882	1
325	0.004676026023	1
326	0.004653761477	1
327	0.004639503956	1
328	0.004624534073	1
329	0.004609702013	1
330	0.004595005728	1
331	0.004578101339	1
332	0.004556833929	1
333	0.004538345359	1
334	0.004524796549	1
335	0.004510656327	1
336	0.004495959731	1
337	0.004475352559	1
338	0.004462553255	1
339	0.004444534177	1
340	0.004428499367	1
341	0.004414966231	1
342	0.00439847018	1
343	0.004379027994	1
344	0.004365724115	1
345	0.004353548624	1
346	0.004340466941	1
347	0.004325955775	1
348	0.004307336249	1
349	0.004288154861	1
350	0.004275729257	1
351	0.004251223668	1
352	0.004238846306	1
353	0.004224441734	1
354	0.004210675578	1
355	0.004197043937	1
356	0.004184887859	1
357	0.004172368228	1
358	0.004156993641	1
359	0.00414120684	1
360	0.004128095442	1
361	0.004112913825	1
362	0.004102048748	1
363	0.004089111078	1
364	0.004076300361	1
365	0.004058934753	1
366	0.004042146214	1
367	0.004027702087	1
368	0.004014746098	1
369	0.004000701465	1
370	0.00398386616	1
371	0.003972676364	1
372	0.003960125333	1
373	0.003943878429	1
374	0.00392717121	1
375	0.003914072477	1
376	0.003903001278	1
377	0.003890901668	1
378	0.003876218116	1
379	0.003866127247	1
380	0.003854697398	1
381	0.003837326869	1
382	0.003823880806	1
383	0.003811327949	1
384	0.003799134956	1
385	0.003787215202	1
386	0.003775879438	1
387	0.00376552849	1
388	0.003756499107	1
389	0.003745966122	1
390	0.003729313717	1
391	0.003720211935	1
392	0.003708730748	1
393	0.003695434319	1
394	0.003684234277	1
395	0.003673036084	1
396	0.003663690684	1
397	0.003644999675	1
398	0.003627961945	1
399	0.0036142833	1
400	0.003603313149	1
401	0.003592722474	1
402	0.003583739407	1
403	0.003568320105	1
404	0.003558145079	1
405	0.003549342958	1
406	0.003532593917	1
407	0.00351299903	1
408	0.003503097157	1
409	0.003493289195	1
410	0.003481754343	1
411	0.003473328151	1
412	0.00346479703	1
413	0.003456822283	1
414	0.003446939806	1
415	0.003439249076	1
416	0.0034310561	1
417	0.003422103753	1
418	0.003406070438	1
419	0.003396713489	1
420	0.003383938686	1
421	0.003373160285	1
422	0.003365290952	1
423	0.003353695479	1
424	0.003345918039	1
425	0.00333230747	1
426	0.003325304123	1
427	0.00331063309	1
428	0.003302504268	1
429	0.00329445656	1
430	0.003285317221	1
431	0.003276432151	1
432	0.00326849412	1
433	0.003261095063	1
434	0.003252737138	1
435	0.003244254998	1
436	0.003231670627	1
437	0.003224216812	1
438	0.003214151366	1
439	0.003205643979	1
440	0.003196729779	1
441	0.003190110795	1
442	0.003181508331	1
443	0.003173234647	1
444	0.003164545846	1
445	0.003155303898	1
446	0.00314508142	1
447	0.003135032423	1
448	0.003128427261	1
449	0.003121955535	1
450	0.003113779142	1
451	0.00310659877	1
452	0.003098663789	1
453	0.003086413838	1
454	0.003078622312	1
455	0.003071614827	1
456	0.003064966049	1
457	0.003057066978	1
458	0.003049437615	1
459	0.003041463938	1
460	0.003034832856	1
461	0.003024830859	1
462	0.003018497041	1
463	0.003006979016	1
464	0.002999490187	1
465	0.002985472662	1
466	0.002979264909	1
467	0.002969559717	1
468	0.002962218985	1
469	0.002953424906	1
470	0.002947842453	1
471	0.002937905855	1
472	0.002929068747	1
473	0.002923472514	1
474	0.002917553426	1
475	0.002911387452	1
476	0.002901773293	1
477	0.002895954342	1
478	0.002889902923	1
479	0.002880222632	1
480	0.002874871957	1
481	0.002869748246	1
482	0.002863890634	1
483	0.002857417715	1
484	0.002851404775	1
485	0.002844050754	1
486	0.002837681195	1
487	0.002832211849	1
488	0.002826114087	1
489	0.00281997788	1
490	0.002813525186	1
491	0.002804512464	1
492	0.002798482345	1
493	0.002792719999	1
494	0.002787193517	1
495	0.002781922339	1
496	0.002776140646	1
497	0.002769976697	1
498	0.002764930532	1
499	0.002756929482	1
500	0.00275075962	1
501	0.002742917323	1
502	0.002734145472	1
503	0.002727602745	1
504	0.002722471261	1
505	0.002717223089	1
506	0.002712358976	1
507	0.002706596999	1
508	0.002700345629	1
509	0.002693364203	1
510	0.002687673107	1
511	0.002682228906	1
512	0.002677433951	1
513	0.002672653647	1
514	0.002666677524	1
515	0.002661417718	1
516	0.002654013236	1
517	0.002649039298	1
518	0.002643104531	1
519	0.002637442833	1
520	0.002632477267	1
521	0.002627437677	1
522	0.002621348893	1
523	0.002616325877	1
524	0.002609881244	1
525	0.002603972963	1
526	0.002598215227	1
527	0.002592097199	1
528	0.002587623409	1
529	0.00257994841	1
530	0.002575088903	1
531	0.002570095327	1
532	0.002565541125	1
533	0.002560260716	1
534	0.002555589989	1
535	0.002550779066	1
536	0.00254474524	1
537	0.002540483429	1
538	0.00253527493	1
539	0.002530579649	1
540	0.002524052365	1
541	0.002518610833	1
542	0.002513501249	1
543	0.002508107104	1
544	0.002503076374	1
545	0.002496527185	1
546	0.002488835733	1
547	0.002484709634	1
548	0.00248003094	1
549	0.002475616361	1
550	0.002466340121	1
551	0.002460513384	1
552	0.002454386132	1
553	0.002449265569	1
554	0.002443072848	1
555	0.002438366744	1
556	0.002431544136	1
557	0.002424839447	1
558	0.00242007072	1
559	0.002413858564	1
560	0.002408893827	1
561	0.002404191666	1
562	0.002400290288	1
563	0.002393210816	1
564	0.002388982207	1
565	0.00238399625	1
566	0.00238006804	1
567	0.002375714377	1
568	0.00236936975	1
569	0.002364612946	1
570	0.002360338009	1
571	0.002354030048	1
572	0.002347907543	1
573	0.002343041727	1
574	0.002338845197	1
575	0.002334217834	1
576	0.002329572683	1
577	0.002324672639	1
578	0.002320894269	1
579	0.002315825443	1
580	0.002310787973	1
581	0.002306861323	1
582	0.002302823741	1
583	0.002298902358	1
584	0.002294629827	1
585	0.002290880108	1
586	0.002286602307	1
587	0.002282722358	1
588	0.002276672707	1
589	0.002273126654	1
590	0.002269203816	1
591	0.002264995803	1
592	0.002261957148	1
593	0.002257879538	1
594	0.002253641968	1
595	0.002249997886	1
596	0.002246748672	1
597	0.002242456419	1
598	0.002238420564	1
599	0.002234869379	1
600	0.002230650579	1
601	0.002226158476	1
602	0.002222651726	1
603	0.002218883416	1
604	0.002213906838	1
605	0.002210156185	1
606	0.002204166464	1
607	0.002200796473	1
608	0.002197441543	1
609	0.002193079069	1
610	0.002188565023	1
611	0.002184766741	1
612	0.002180776918	1
613	0.002176856346	1
614	0.002173574553	1
615	0.002168368489	1
616	0.002164971828	1
617	0.002160930714	1
618	0.002157849916	1
619	0.002154555413	1
620	0.002151125525	1
621	0.002147560183	1
622	0.002143162095	1
623	0.002139817741	1
624	0.002136456643	1
625	0.002132211639	1
626	0.002128542105	1
627	0.00212538048	1
628	0.00212100229	1
629	0.002116224566	1
630	0.002109273035	1
631	0.002105339564	1
632	0.0021017563	1
633	0.00209984724	1
634	0.00209679442	1
635	0.00208982216	1
636	0.002086278171	1
637	0.00208324417	1
638	0.002077828123	1
639	0.002074780309	1
640	0.002069531663	1
641	0.002063799443	1
642	0.002061124674	1
643	0.002054813076	1
644	0.002050319139	1
645	0.002047052307	1
646	0.002042786885	1
647	0.002039319789	1
648	0.002035664454	1
649	0.002031311904	1
650	0.002028162211	1
651	0.002025268342	1
652	0.002022815848	1
653	0.002018896521	1
654	0.002016203908	1
655	0.002013290542	1
656	0.002008342832	1
657	0.002005019634	1
658	0.002001273666	1
659	0.001998303113	1
660	0.001994919746	1
661	0.001991978689	1
662	0.001989096067	1
663	0.001985966168	1
664	0.00198117214	1
665	0.001977383412	1
666	0.0019730448	1
667	0.001973038905	1
668	0.00197027465	1
669	0.001965884387	1
670	0.001961975896	1
671	0.001957297905	1
672	0.001954395769	1
673	0.001951756227	1
674	0.001949379193	1
675	0.001949368665	1
676	0.001945513786	1
677	0.001943441508	1
678	0.001941390544	1
679	0.001938376999	1
680	0.001938370779	1
681	0.00193375506	1
682	0.001930857046	1
683	0.001928281183	1
684	0.00192454297	1
685	0.001921822683	1
686	0.001919274396	1
687	0.001914512928	1
688	0.001910105747	1
689	0.001910105747	1
690	0.001910096104	1
691	0.001909876948	1
692	0.001909535561	1
693	0.001906064461	1
694	0.001903619441	1
695	0.001900754967	1
696	0.001900754967	1
697	0.001900754411	1
698	0.0018941417	1
699	0.001891666416	1
700	0.001889014296	1
701	0.001886562694	1
702	0.001883927549	1
703	0.001879618392	1
704	0.001877028722	1
705	0.001873612763	1
706	0.001871103279	1
707	0.00186826857	1
708	0.001865692525	1
709	0.001862872846	1
710	0.001862863169	1
711	0.001859527473	1
712	0.001856683237	1
713	0.001853616781	1
714	0.001851062834	1
715	0.001848755168	1
716	0.00184562866	1
717	0.001842986987	1
718	0.00183938632	1
719	0.001836812896	1
720	0.001834045892	1
721	0.001831362722	1
722	0.001827299238	1
723	0.001825493467	1
724	0.001823041456	1
725	0.001819528695	1
726	0.001816684598	1
727	0.001813726595	1
728	0.001813666262	1
729	0.001810770688	1
730	0.001806819334	1
731	0.001806817197	1
732	0.001803392215	1
733	0.00180081688	1
734	0.001797573375	1
735	0.001795900622	1
736	0.001792653606	1
737	0.001790020436	1
738	0.001787023785	1
739	0.001784513566	1
740	0.001782121581	1
741	0.001782121581	1
742	0.001779927548	1
743	0.001777311303	1
744	0.001774647475	1
745	0.00177091508	1
746	0.001768423764	1
747	0.001767140316	1
748	0.001767140316	1
749	0.001765655495	1
750	0.001762533324	1
751	0.001760203349	1
752	0.001755983252	1
753	0.001753737594	1
754	0.00175065124	1
755	0.00174748785	1
756	0.001745687514	1
757	0.001743441122	1
758	0.001741504443	1
759	0.001737887953	1
760	0.001735816563	1
761	0.001733600856	1
762	0.001733584031	1
763	0.001731171641	1
764	0.001728559874	1
765	0.001726517247	1
766	0.00172650754	1
767	0.001724042617	1
768	0.001723856082	1
769	0.001721905983	1
770	0.001721905983	1
771	0.001718349371	1
772	0.001715777192	1
773	0.001715768924	1
774	0.001713286411	1
775	0.001710440213	1
776	0.001709974431	1
777	0.001707384506	1
778	0.001707282555	1
779	0.001705382424	1
780	0.001703389765	1
781	0.001701260756	1
782	0.001699545727	1
783	0.001697417059	1
784	0.001694609946	1
785	0.001692618972	1
786	0.001690018727	1
787	0.001688129958	1
788	0.001685502169	1
789	0.001683498909	1
790	0.001681283179	1
791	0.001677939752	1
792	0.00167588993	1
793	0.001673887497	1
794	0.001671835374	1
795	0.001670018968	1
796	0.001667566112	1
797	0.001664291457	1
798	0.001661063364	1
799	0.001658357598	1
800	0.001657347182	1
801	0.001655535838	1
802	0.001651379395	1
803	0.001649160728	1
804	0.001648032136	1
805	0.001645779972	1
806	0.001644396083	1
807	0.001642518618	1
808	0.001639833062	1
809	0.001638157496	1
810	0.00163644476	1
811	0.001634501444	1
812	0.001634501444	1
813	0.001632146593	1
814	0.001632096556	1
815	0.001631277317	1
816	0.001628066321	1
817	0.001628039475	1
818	0.00162617925	1
819	0.001624531899	1
820	0.001623657529	1
821	0.001623655677	1
822	0.001623621781	1
823	0.001623620922	1
824	0.001621155614	1
825	0.001619841793	1
826	0.001617699671	1
827	0.001616565118	1
828	0.001614343298	1
829	0.001612803075	1
830	0.001612713831	1
831	0.001611925678	1
832	0.001609782617	1
833	0.001607287309	1
834	0.001607287309	1
835	0.001607287309	1
836	0.001607287309	1
837	0.00160522057	1
838	0.00160522057	1
839	0.001605218762	1
840	0.001605212537	1
841	0.001605182398	1
842	0.001602897453	1
843	0.001601227515	1
844	0.001600450069	1
845	0.001599273208	1
846	0.001599259861	1
847	0.001599259861	1
848	0.001597719621	1
849	0.001596761537	1
850	0.001595075746	1
851	0.0015950312	1
852	0.0015950312	1
853	0.001595016351	1
854	0.001595012762	1
855	0.001592517638	1
856	0.001591377118	1
857	0.00158960274	1
858	0.001587879246	1
859	0.001586376882	1
860	0.001584751121	1
861	0.001584698629	1
862	0.001583505582	1
863	0.001581428163	1
864	0.001580489811	1
865	0.00157926277	1
866	0.001576756573	1
867	0.001576700908	1
868	0.001574526851	1
869	0.001574526851	1
870	0.001574525332	1
871	0.001572479902	1
872	0.001570906047	1
873	0.001566477933	1
874	0.00156590904	1
875	0.001563900285	1
876	0.001563894475	1
877	0.001562797012	1
878	0.00156082092	1
879	0.001560162622	1
880	0.001560135093	1
881	0.00155900976	1
882	0.001557077594	1
883	0.001557077594	1
884	0.0015545867	1
885	0.001552762624	1
886	0.001551016419	1
887	0.001548968375	1
888	0.001546932509	1
889	0.001546890297	1
890	0.001546876794	1
891	0.001546875419	1
892	0.001544712426	1
893	0.001542759605	1
894	0.001542747543	1
895	0.001540764476	1
896	0.001538619298	1
897	0.001538219503	1
898	0.001537756147	1
899	0.001535212911	1
900	0.001533448619	1
901	0.001531750117	1
902	0.00153173478	1
903	0.00153173176	1
904	0.001529813891	1
905	0.001528454458	1
906	0.0015261713	1
907	0.001524540364	1
908	0.001523980857	1
909	0.00152230292	1
910	0.001520867112	1
911	0.001519199641	1
912	0.001517105767	1
913	0.001515692394	1
914	0.001512977801	1
915	0.001511079029	1
916	0.00150964332	1
917	0.001507907862	1
918	0.001506964948	1
919	0.001506235613	1
920	0.001504638951	1
921	0.001502619232	1
922	0.001501459431	1
923	0.001501436228	1
924	0.001499564896	1
925	0.001498115004	1
926	0.001496144415	1
927	0.001493963431	1
928	0.001493924996	1
929	0.001493923629	1
930	0.001493920491	1
931	0.001491768811	1
932	0.0014901349	1
933	0.001487916484	1
934	0.001487865134	1
935	0.001486030583	1
936	0.001484579147	1
937	0.001482522929	1
938	0.001480828047	1
939	0.001478971051	1
940	0.001477204607	1
941	0.001475910086	1
942	0.001474267819	1
943	0.001474267819	1
944	0.001474267819	1
945	0.001474229028	1
946	0.001472744661	1
947	0.00147018557	1
948	0.001468594459	1
949	0.001467255106	1
950	0.001465595932	1
951	0.001463359284	1
952	0.001463355827	1
953	0.001461730225	1
954	0.0014597285	1
955	0.001459724601	1
956	0.001459266683	1
957	0.001456764617	1
958	0.001454229287	1
959	0.001453782284	1
960	0.001452170333	1
961	0.001452170333	1
962	0.001449911873	1
963	0.001449415679	1
964	0.001447542577	1
965	0.001447518906	1
966	0.001447500629	1
967	0.001446744244	1
968	0.001446731861	1
969	0.001446697948	1
970	0.001446650294	1
971	0.001444820616	1
972	0.001443538581	1
973	0.00144348139	1
974	0.001442016679	1
975	0.001442006594	1
976	0.001442001794	1
977	0.00144147451	1
978	0.001441451	1
979	0.00144144081	1
980	0.001441064635	1
981	0.001441063298	1
982	0.001439494974	1
983	0.001439489043	1
984	0.001439464526	1
985	0.001439167442	1
986	0.001439167125	1
987	0.001438995798	1
988	0.001438125955	1
989	0.001436621233	1
990	0.001436581183	1
991	0.001435090222	1
992	0.001433489759	1
993	0.001433316721	1
994	0.001431367709	1
995	0.001429670228	1
996	0.001428609305	1
997	0.001428069375	1
998	0.001428056286	1
999	0.001426029498	1
